Class,Segment,WC,WPS,Sixltr,Dic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
0,6545,14,14.00,7.14,42.86,21.43,7.14,7.14,0.00,0.00,7.14,7.14,0.00,7.14,7.14,7.14,0,7.14,0,0,0,21.43,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0,0,0,14.29,7.14,7.14,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,14.29,14.29,0,21.43,7.14,0,7.14,7.14,0,0,0,0,0,7.14,0,64.29,0,0,14.29,0,0,0,0,0,14.29,0,35.71
0,6546,9,9.00,33.33,44.44,22.22,22.22,22.22,0.00,0.00,22.22,11.11,11.11,0.00,0.00,11.11,0,0,11.11,0,0,0,0,0,0,0,0,33.33,0,0,0,11.11,11.11,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,66.67,0,0,11.11,0,0,0,0,0,22.22,0,33.33
0,6547,10,10.00,30.00,50.00,20.00,10.00,10.00,0.00,0.00,10.00,10.00,0.00,10.00,10.00,10.00,0,0,10,0,0,20,0,0,0,0,10,10,0,0,10,10,10,0,0,0,0,30,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,10,0,0,0,0,0,0,10,0,80,0,0,20,0,0,0,0,0,20,0,40
0,6548,11,11.00,45.45,36.36,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,18.18,0,18.18,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,81.82,0,0,27.27,0,0,0,0,0,18.18,0,36.36
0,6549,10,10.00,30.00,50.00,20.00,10.00,10.00,0.00,0.00,10.00,10.00,0.00,10.00,10.00,10.00,0,0,10,0,0,20,0,0,0,0,10,10,0,0,10,10,10,0,0,0,0,30,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,10,0,0,0,0,0,0,10,0,80,0,0,20,0,0,0,0,0,20,0,40
0,6550,14,14.00,7.14,42.86,21.43,7.14,7.14,0.00,0.00,7.14,7.14,0.00,7.14,7.14,7.14,0,7.14,0,0,0,21.43,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0,0,0,14.29,7.14,7.14,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,14.29,14.29,0,21.43,7.14,0,7.14,7.14,0,0,0,0,0,7.14,0,64.29,0,0,14.29,0,0,0,0,0,14.29,0,35.71
0,6551,11,11.00,45.45,36.36,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,18.18,0,18.18,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,81.82,0,0,27.27,0,0,0,0,0,18.18,0,36.36
0,6552,10,10.00,30.00,50.00,20.00,10.00,10.00,0.00,0.00,10.00,10.00,0.00,10.00,10.00,10.00,0,0,10,0,0,20,0,0,0,0,10,10,0,0,10,10,10,0,0,0,0,30,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,10,0,0,0,0,0,0,10,0,80,0,0,20,0,0,0,0,0,20,0,40
0,6553,11,11.00,45.45,36.36,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,18.18,0,18.18,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,81.82,0,0,27.27,0,0,0,0,0,18.18,0,36.36
0,6554,14,14.00,42.86,50.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,7.14,0,14.29,7.14,0,0,0,0,0,7.14,0,0,0,0,0,7.14,0,0,0,7.14,14.29,14.29,0,0,7.14,7.14,7.14,0,7.14,0,0,0,0,0,64.29,7.14,7.14,7.14,0,0,0,0,14.29,14.29,0,14.29
0,6555,11,11.00,45.45,36.36,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,18.18,0,18.18,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,81.82,0,0,27.27,0,0,0,0,0,18.18,0,36.36
0,6556,11,11.00,45.45,36.36,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,18.18,0,18.18,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,81.82,0,0,27.27,0,0,0,0,0,18.18,0,36.36
0,6557,11,11.00,45.45,36.36,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,18.18,0,18.18,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,81.82,0,0,27.27,0,0,0,0,0,18.18,0,36.36
0,6558,11,11.00,45.45,36.36,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,18.18,0,18.18,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,81.82,0,0,27.27,0,0,0,0,0,18.18,0,36.36
0,6559,4,4.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,25,0,0,0,0,0,50,0,75
0,6560,11,11.00,45.45,36.36,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,18.18,0,18.18,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,81.82,0,0,27.27,0,0,0,0,0,18.18,0,36.36
0,6561,5,5.00,60.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,160,0,0,20,0,0,0,0,0,40,0,100
0,6562,11,11.00,45.45,36.36,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,18.18,0,18.18,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,81.82,0,0,27.27,0,0,0,0,0,18.18,0,36.36
0,6563,11,11.00,45.45,36.36,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,18.18,0,18.18,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,81.82,0,0,27.27,0,0,0,0,0,18.18,0,36.36
0,6564,20,20.00,15.00,80.00,50.00,15.00,10.00,0.00,5.00,5.00,0.00,5.00,5.00,5.00,15.00,10,0,15,0,5,5,15,5,0,0,0,15,0,0,0,0,0,0,0,0,0,35,0,0,5,5,0,5,20,20,0,0,0,0,0,0,0,0,0,40,10,20,15,5,5,0,0,5,0,0,0,0,0,55,5,10,5,0,0,0,5,10,10,0,10
0,6565,12,12.00,50.00,33.33,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,16.67,8.33,0,16.67,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16.67,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,0,0,0,0,0,16.67,0,50
0,6566,10,10.00,30.00,50.00,20.00,10.00,10.00,0.00,0.00,10.00,10.00,0.00,10.00,10.00,10.00,0,0,10,0,0,20,0,0,0,0,10,10,0,0,10,10,10,0,0,0,0,30,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,10,0,0,0,0,0,0,10,0,80,0,0,20,0,0,0,0,0,20,0,40
0,6567,11,11.00,45.45,36.36,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,18.18,0,18.18,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,81.82,0,0,27.27,0,0,0,0,0,18.18,0,36.36
0,6568,11,11.00,45.45,36.36,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,18.18,0,18.18,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,81.82,0,0,27.27,0,0,0,0,0,18.18,0,36.36
0,6569,11,11.00,45.45,36.36,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,18.18,0,18.18,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,81.82,0,0,27.27,0,0,0,0,0,18.18,0,36.36
0,6570,10,10.00,30.00,50.00,20.00,10.00,10.00,0.00,0.00,10.00,10.00,0.00,10.00,10.00,10.00,0,0,10,0,0,20,0,0,0,0,10,10,0,0,10,10,10,0,0,0,0,30,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,10,0,0,0,0,0,0,10,0,80,0,0,20,0,0,0,0,0,20,0,40
0,6571,10,10.00,30.00,50.00,20.00,10.00,10.00,0.00,0.00,10.00,10.00,0.00,10.00,10.00,10.00,0,0,10,0,0,20,0,0,0,0,10,10,0,0,10,10,10,0,0,0,0,30,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,10,0,0,0,0,0,0,10,0,80,0,0,20,0,0,0,0,0,20,0,40
0,6572,14,14.00,42.86,28.57,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,14.29,7.14,0,14.29,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,14.29,0,0,0,0,0,0,0,0,0,0,0,0,78.57,7.14,0,7.14,0,0,0,0,0,14.29,0,50
0,6573,11,11.00,45.45,36.36,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,18.18,0,18.18,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,81.82,0,0,27.27,0,0,0,0,0,18.18,0,36.36
0,6574,8,8.00,12.50,75.00,25.00,25.00,12.50,0.00,0.00,12.50,12.50,0.00,25.00,12.50,12.50,0,0,12.5,0,0,0,12.5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,37.5,0,12.5,12.5,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,12.5,25,0,37.5,12.5,0,12.5,0,0,0,0,0,0,0,0,75,0,0,12.5,0,0,0,0,0,25,0,37.5
0,6575,10,10.00,30.00,50.00,20.00,10.00,10.00,0.00,0.00,10.00,10.00,0.00,10.00,10.00,10.00,0,0,10,0,0,20,0,0,0,0,10,10,0,0,10,10,10,0,0,0,0,30,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,10,0,0,0,0,0,0,10,0,80,0,0,20,0,0,0,0,0,20,0,40
0,6576,12,12.00,50.00,33.33,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,16.67,8.33,0,16.67,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16.67,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,0,0,0,0,0,16.67,0,50
0,6577,10,10.00,40.00,40.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,20.00,10,0,20,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,20,0,40
0,6578,12,12.00,41.67,33.33,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,16.67,8.33,0,16.67,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16.67,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,8.33,0,0,0,0,0,16.67,0,41.67
0,6579,14,14.00,50.00,28.57,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,14.29,7.14,0,14.29,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,14.29,0,0,0,0,0,0,0,0,0,0,0,0,78.57,7.14,0,7.14,0,0,0,0,0,14.29,0,50
0,6580,11,11.00,45.45,36.36,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,18.18,0,18.18,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,81.82,0,0,27.27,0,0,0,0,0,18.18,0,36.36
0,6581,12,12.00,41.67,33.33,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,16.67,8.33,0,16.67,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16.67,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,8.33,0,0,0,0,0,16.67,0,41.67
0,6582,14,14.00,50.00,28.57,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,14.29,7.14,0,14.29,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,14.29,0,0,0,0,0,0,0,0,0,0,0,0,78.57,7.14,0,7.14,0,0,0,0,0,14.29,0,50
0,6583,14,14.00,42.86,28.57,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,14.29,7.14,0,14.29,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,14.29,0,0,0,0,0,0,0,0,0,0,0,0,78.57,7.14,0,7.14,0,0,0,0,0,14.29,0,50
0,6584,20,20.00,25.00,60.00,30.00,15.00,10.00,0.00,0.00,10.00,10.00,0.00,15.00,10.00,20.00,5,0,15,0,0,0,10,0,0,15,0,15,0,0,10,10,5,5,0,0,5,25,0,5,10,5,0,10,10,5,10,0,0,10,5,0,0,0,5,20,5,5,5,5,10,0,0,0,0,0,0,0,0,50,0,10,5,0,0,0,0,10,10,0,15
0,6585,11,11.00,45.45,36.36,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,18.18,0,18.18,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,81.82,0,0,27.27,0,0,0,0,0,18.18,0,36.36
0,6586,22,22.00,18.18,68.18,45.45,13.64,9.09,0.00,0.00,4.55,9.09,0.00,13.64,4.55,13.64,13.64,0,13.64,0,0,18.18,9.09,0,0,0,0,13.64,0,0,4.55,4.55,4.55,0,0,0,0,22.73,4.55,0,9.09,9.09,0,0,9.09,13.64,0,0,0,0,0,0,0,0,4.55,22.73,9.09,9.09,0,4.55,0,4.55,0,0,0,0,0,0,0,45.45,0,0,9.09,0,0,0,0,0,9.09,0,27.27
0,6587,23,23.00,21.74,69.57,56.52,26.09,26.09,0.00,0.00,26.09,26.09,0.00,26.09,26.09,8.70,8.7,0,8.7,0,0,26.09,4.35,0,0,0,0,30.43,0,4.35,0,4.35,4.35,0,0,0,0,34.78,0,0,4.35,0,0,0,26.09,0,0,0,0,0,0,0,0,0,0,8.7,0,21.74,4.35,0,0,0,4.35,0,0,0,0,13.04,0,39.13,4.35,4.35,4.35,0,0,0,0,8.7,8.7,0,8.7
0,6588,10,10.00,30.00,50.00,20.00,10.00,10.00,0.00,0.00,10.00,10.00,0.00,10.00,10.00,10.00,0,0,10,0,0,20,0,0,0,0,10,10,0,0,10,10,10,0,0,0,0,30,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,10,0,0,0,0,0,0,10,0,80,0,0,20,0,0,0,0,0,20,0,40
0,6589,20,20.00,15.00,80.00,50.00,15.00,10.00,0.00,5.00,5.00,0.00,5.00,5.00,5.00,15.00,10,0,15,0,5,5,15,5,0,0,0,15,0,0,0,0,0,0,0,0,0,35,0,0,5,5,0,5,20,20,0,0,0,0,0,0,0,0,0,40,10,20,15,5,5,0,0,5,0,0,0,0,0,55,5,10,5,0,0,0,5,10,10,0,10
0,6590,2,2.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,100,0,100
0,6591,20,20.00,15.00,80.00,50.00,15.00,10.00,0.00,5.00,5.00,0.00,5.00,5.00,5.00,15.00,10,0,15,0,5,5,15,5,0,0,0,15,0,0,0,0,0,0,0,0,0,35,0,0,5,5,0,5,20,20,0,0,0,0,0,0,0,0,0,40,10,20,15,5,5,0,0,5,0,0,0,0,0,55,5,10,5,0,0,0,5,10,10,0,10
0,6592,20,20.00,15.00,80.00,50.00,15.00,10.00,0.00,5.00,5.00,0.00,5.00,5.00,5.00,15.00,10,0,15,0,5,5,15,5,0,0,0,15,0,0,0,0,0,0,0,0,0,35,0,0,5,5,0,5,20,20,0,0,0,0,0,0,0,0,0,40,10,20,15,5,5,0,0,5,0,0,0,0,0,55,5,10,5,0,0,0,5,10,10,0,10
0,6593,20,20.00,15.00,80.00,50.00,15.00,10.00,0.00,5.00,5.00,0.00,5.00,5.00,5.00,15.00,10,0,15,0,5,5,15,5,0,0,0,15,0,0,0,0,0,0,0,0,0,35,0,0,5,5,0,5,20,20,0,0,0,0,0,0,0,0,0,40,10,20,15,5,5,0,0,5,0,0,0,0,0,55,5,10,5,0,0,0,5,10,10,0,10
0,6594,20,20.00,15.00,80.00,50.00,15.00,10.00,0.00,5.00,5.00,0.00,5.00,5.00,5.00,15.00,10,0,15,0,5,5,15,5,0,0,0,15,0,0,0,0,0,0,0,0,0,35,0,0,5,5,0,5,20,20,0,0,0,0,0,0,0,0,0,40,10,20,15,5,5,0,0,5,0,0,0,0,0,55,5,10,5,0,0,0,5,10,10,0,10
0,6595,11,11.00,45.45,81.82,45.45,9.09,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,9.09,9.09,9.09,0,0,9.09,18.18,0,0,9.09,18.18,0,18.18,0,9.09,0,36.36,0,0,0,0,0,0,27.27,18.18,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,63.64,0,18.18,0,0,0,0,0,18.18,18.18,0,9.09
0,6596,11,11.00,45.45,36.36,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,18.18,0,18.18,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,81.82,0,0,27.27,0,0,0,0,0,18.18,0,36.36
0,6597,7,7.00,28.57,42.86,28.57,14.29,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,14.29,0,0,0,14.29,0,0,14.29,0,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,14.29,0,0,0,0,14.29,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,128.57,0,0,28.57,0,0,0,0,0,28.57,0,71.43
0,6598,12,12.00,16.67,41.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,16.67,0,0,0,8.33,0,0,0,0,0,8.33,8.33,0,0,0,0,16.67,0,8.33,0,0,0,0,8.33,0,0,0,0,0,8.33,8.33,0,0,16.67,25,0,8.33,0,0,8.33,0,0,0,0,0,8.33,0,0,83.33,0,0,16.67,0,0,0,8.33,0,16.67,0,41.67
0,6599,12,12.00,16.67,41.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,16.67,0,0,0,8.33,0,0,0,0,0,8.33,8.33,0,0,0,0,16.67,0,8.33,0,0,0,0,8.33,0,0,0,0,0,8.33,8.33,0,0,16.67,25,0,8.33,0,0,8.33,0,0,0,0,0,8.33,0,0,83.33,0,0,16.67,0,0,0,8.33,0,16.67,0,41.67
0,6600,12,12.00,33.33,50.00,33.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0,0,0,0,8.33,25,8.33,0,8.33,0,0,0,0,0,0,8.33,0,8.33,0,0,0,25,0,8.33,0,0,0,0,16.67,0,0,0,0,0,8.33,0,8.33,0,8.33,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,75,0,0,16.67,0,0,0,0,0,16.67,0,41.67
0,6601,14,14.00,50.00,35.71,21.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,21.43,0,0,0,0,7.14,0,0,0,0,7.14,0,7.14,0,0,7.14,7.14,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,64.29,0,0,14.29,0,0,0,0,0,14.29,0,35.71
0,6602,2,2.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,100,0,100
0,6603,20,20.00,15.00,80.00,50.00,15.00,10.00,0.00,5.00,5.00,0.00,5.00,5.00,5.00,15.00,10,0,15,0,5,5,15,5,0,0,0,15,0,0,0,0,0,0,0,0,0,35,0,0,5,5,0,5,20,20,0,0,0,0,0,0,0,0,0,40,10,20,15,5,5,0,0,5,0,0,0,0,0,55,5,10,5,0,0,0,5,10,10,0,10
0,6604,7,7.00,28.57,42.86,28.57,14.29,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,14.29,0,0,0,14.29,0,0,14.29,0,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,14.29,0,0,0,0,14.29,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,128.57,0,0,28.57,0,0,0,0,0,28.57,0,71.43
0,6605,14,14.00,42.86,71.43,35.71,14.29,14.29,0.00,0.00,14.29,14.29,0.00,14.29,14.29,14.29,7.14,0,14.29,0,0,21.43,0,0,0,0,0,21.43,0,0,7.14,14.29,7.14,7.14,0,7.14,7.14,21.43,0,0,14.29,0,0,0,7.14,0,0,0,0,0,7.14,0,0,0,0,14.29,0,21.43,0,7.14,7.14,0,0,14.29,0,7.14,0,7.14,0,42.86,0,0,7.14,0,0,0,0,0,14.29,0,21.43
0,6606,10,10.00,30.00,50.00,20.00,10.00,10.00,0.00,0.00,10.00,10.00,0.00,10.00,10.00,10.00,0,0,10,0,0,20,0,0,0,0,10,10,0,0,10,10,10,0,0,0,0,30,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,10,0,0,0,0,0,0,10,0,80,0,0,20,0,0,0,0,0,20,0,40
0,6607,16,16.00,43.75,68.75,31.25,12.50,12.50,0.00,0.00,12.50,12.50,0.00,12.50,12.50,12.50,6.25,0,12.5,0,0,18.75,0,0,0,0,0,18.75,0,0,6.25,12.5,6.25,6.25,0,6.25,6.25,18.75,0,0,12.5,0,0,0,6.25,0,0,0,0,0,12.5,6.25,0,0,0,12.5,0,18.75,0,6.25,6.25,0,0,12.5,0,6.25,0,6.25,0,50,0,0,12.5,0,0,0,0,0,12.5,0,25
0,6608,16,16.00,43.75,68.75,31.25,12.50,12.50,0.00,0.00,12.50,12.50,0.00,12.50,12.50,12.50,6.25,0,12.5,0,0,18.75,0,0,0,0,0,18.75,0,0,6.25,12.5,6.25,6.25,0,6.25,6.25,18.75,0,0,12.5,0,0,0,6.25,0,0,0,0,0,12.5,6.25,0,0,0,12.5,0,18.75,0,6.25,6.25,0,0,12.5,0,6.25,0,6.25,0,50,0,0,12.5,0,0,0,0,0,12.5,0,25
